symbol,entry_time,exit_time,entry_px,exit_px,sl_px,tp_px,qty,pnl,r_mult,reason
MSFT,2025-11-14 17:20:00+00:00,2025-11-14 17:50:00+00:00,509.55999755859375,508.6742030552455,508.6742030552455,510.88868931361606,564,-499.58809988839744,-1.0,SL
AAPL,2025-11-14 17:50:00+00:00,2025-11-14 18:00:00+00:00,275.114990234375,274.6949702671596,274.6949702671596,275.7450201851981,1190,-499.8237609863378,-1.0,SL
SPY,2025-11-14 17:55:00+00:00,2025-11-14 18:00:00+00:00,674.0449829101562,673.247576032366,673.247576032366,675.2410932268415,627,-499.97411237445215,-1.0,SL
AAPL,2025-11-14 18:05:00+00:00,2025-11-14 18:35:00+00:00,274.6499938964844,274.1978214808873,274.1978214808873,275.32825251988004,1105,-499.65051923478455,-1.0,SL
SPY,2025-11-14 18:10:00+00:00,2025-11-14 18:15:00+00:00,674.2899780273438,673.3307015555246,673.3307015555246,675.7288927350726,521,-499.7830418177929,-1.0,SL
SPY,2025-11-14 18:30:00+00:00,2025-11-14 18:35:00+00:00,673.3699951171875,672.2939322335379,672.2939322335379,674.9840894426618,464,-499.2931780134004,-1.0,SL
MSFT,2025-11-14 18:50:00+00:00,2025-11-14 19:20:00+00:00,509.30999755859375,510.37254224504744,508.60163443429127,510.37254224504744,705,749.0940039498523,1.49999999999996,TP
SPY,2025-11-14 19:20:00+00:00,2025-11-14 20:15:00+00:00,674.3099975585938,673.3325108119419,673.3325108119419,675.7762276785714,511,-499.4957275390874,-1.0,SL
MSFT,2025-11-14 20:05:00+00:00,2025-11-14 20:15:00+00:00,510.8500061035156,510.2589220319475,510.2589220319475,511.73663221086775,845,-499.4660404750485,-1.0,SL
MSFT,2025-11-14 20:20:00+00:00,2025-11-14 20:45:00+00:00,510.1400146484375,509.4796469552176,509.4796469552176,511.1305661882673,757,-499.8983437674509,-1.0,SL
SPY,2025-11-14 20:20:00+00:00,2025-11-14 20:45:00+00:00,672.6500244140625,671.8537205287388,671.8537205287388,673.844480242048,627,-499.2825360979658,-1.0,SL
MSFT,2025-11-14 20:55:00+00:00,2025-11-17 14:30:00+00:00,510.3890075683594,509.62608337402344,509.62608337402344,511.5333938598633,655,-499.71534729003906,-1.0,SL
MSFT,2025-11-17 14:35:00+00:00,2025-11-17 14:50:00+00:00,511.0950012207031,509.93207877022877,509.93207877022877,512.8393848964146,429,-498.8937312534982,-1.0,SL
MSFT,2025-11-17 14:55:00+00:00,2025-11-17 15:00:00+00:00,508.9599914550781,507.5777805873326,507.5777805873326,511.03330775669644,361,-498.97812325613546,-1.0,SL
SPY,2025-11-17 16:55:00+00:00,2025-11-17 17:15:00+00:00,672.9500122070312,671.8936288016183,671.8936288016183,674.5345873151507,473,-499.669350760316,-1.0,SL
